Mr. Michael Bradley,( - 23/11/1923),The Labour Party (The Labour Party members of the 3rd Dáil),The Labour Party members of the 3rd Dáil,Cork Mid North South South-East West
Mr. John Butler,( - 16/02/1968),Farmer Trade Union Official,The Labour Party members of the 3rd Dáil,Waterford-Tipperary East
Mr. Hugh Colohan,(30/09/1894 - 15/04/1931),Brick and Stone Layer,The Labour Party members of the 3rd Dáil,Kildare-Wicklow
Mr. Richard Corish,( - 19/07/1945),Labour Union Official,The Labour Party members of the 3rd Dáil,Wexford
Mr. William Davin,( - 01/03/1956),Station Master,The Labour Party members of the 3rd Dáil,Leix-Offaly
Mr. Robert Day,(01/01/1885 - 01/01/1949),Trade Union Official,The Labour Party members of the 3rd Dáil,Cork Borough
Mr. James Everett,(01/05/1894 - 18/12/1967),Trade Union Secretary,The Labour Party members of the 3rd Dáil,Kildare-Wicklow
Mr. Patrick Gaffney,( - 01/01/1943),Flour Miller,The Labour Party members of the 3rd Dáil,Carlow-Kilkenny
Mr. Thomas Johnson,(17/05/1872 - 17/01/1963),Trade Union Official,The Labour Party members of the 3rd Dáil,Dublin County
Mr. John Lyons,,The Labour Party (The Labour Party members of the 3rd Dáil),The Labour Party members of the 3rd Dáil,Longford -Westmeath
Mr. Daniel Morrissey,( - 01/01/1981),Auctioneer,The Labour Party members of the 3rd Dáil,Tipperary Mid North and South
Mr. Thomas Alexander Nagle,,The Labour Party (The Labour Party members of the 3rd Dáil),The Labour Party members of the 3rd Dáil,Cork Mid North South South-East West
Mr. William O'Brien,(23/01/1881 - 31/10/1968),Trade Union Official,The Labour Party members of the 3rd Dáil,Dublin South
Mr. Daniel O'Callaghan,,The Labour Party (The Labour Party members of the 3rd Dáil),The Labour Party members of the 3rd Dáil,Wexford
Mr. Thomas J. O'Connell,( - 21/06/1969),Trade Union Official,The Labour Party members of the 3rd Dáil,Galway
Mr. Cathal O'Shannon,( - 04/10/1969),Trade Union Official,The Labour Party members of the 3rd Dáil,Louth-Meath
Mr. Nicholas Francis Phelan,(19/09/1893 - 14/12/1942),The Labour Party (The Labour Party members of the 3rd Dáil),The Labour Party members of the 3rd Dáil,Waterford-Tipperary East
