Mr. Michael Richard Heffernan,(03/04/1885 - 21/11/1970),Secretary Farmers' Union,Farmers Party members of the 6th Dáil,Tipperary
Mr. Richard Holohan,(11/01/1882 - 30/05/1954),Farmer,Farmers Party members of the 6th Dáil,Carlow-Kilkenny
Mr. Michael Jordan,,Farmer,Farmers Party members of the 6th Dáil,Wexford
Mr. Timothy Joseph O'Donovan,(04/04/1881 - 01/01/1951),Farmer,Cathaoirleach members of the 6th Dáil,Cork West
Mr. Daniel Vaughan,(27/07/1897 - 23/09/1975),Farmer,Farmers Party members of the 6th Dáil,Cork Mid North South South-East West
Mr. John White,,Farmer and Produce Merchant,Farmers Party members of the 6th Dáil,Donegal
