Mr. John Gormley,(04/08/1959 - ),Full-Time Public Representative formerly Language Teacher,Green Party members of the 28th Dáil,Dublin South-East
Mr. Trevor Sargent,(01/07/1960 - ),Teacher,Green Party members of the 28th Dáil,Dublin North
