Ms. Kathleen Clarke,(11/04/1878 - 29/09/1972),Politician Dressmaking Shopkeeping,Sinn Féin (Anti Treaty) members of the 2nd Dáil,Dublin Mid West
Professor William F.P. Stockley,( - 22/07/1943),University Professor,Sinn Féin (Anti Treaty) members of the 2nd Dáil,National University of Ireland
