Mr. Peter Barry,(10/08/1928 - ),Tea Merchant,Fine Gael members of the 20th Dáil,Cork City South-East
Mr. Richard Barry,(04/09/1919 - ),Publican,Fine Gael members of the 20th Dáil,Cork East
Mr. Michael Begley,(22/08/1932 - ),Carpenter,Fine Gael members of the 20th Dáil,Kerry South
Mr. Luke Belton,(09/08/1918 - 18/06/2006),Publican,Fine Gael members of the 20th Dáil,Dublin North Central
Mr. Paddy Belton,(25/06/1926 - 22/05/1987),Publican and Company Director,Fine Gael members of the 20th Dáil,Dublin North-East
Mr. John Bruton,(18/05/1947 - ),Public Representative Lawyer Farmer Economist,Fine Gael members of the 20th Dáil,Meath
Mrs. Joan T. Burke,(08/02/1928 - ),Nurse Farmer,Fine Gael members of the 20th Dáil,Roscommon
Mr. Liam Burke,(02/02/1928 - 21/08/2005),Full-Time Public Representative Garage Proprietor,Fine Gael members of the 20th Dáil,Cork City North-West
Mr. Richard Burke,(29/03/1932 - ),Secondary Teacher,Fine Gael members of the 20th Dáil,Dublin County South
Mr. Hugh Byrne,(05/07/1939 - ),District Medical Officer,Fine Gael members of the 20th Dáil,Dublin North-West
Mr. Mark A. Clinton,(07/02/1915 - 23/12/2001),Estate Manager,Fine Gael members of the 20th Dáil,Dublin County
Mr. Edward Collins,(01/02/1941 - ),Company Director Farmer Exporter.,Fine Gael members of the 20th Dáil,Waterford
Mr. John Francis. Conlon,(21/05/1928 - 03/12/2004),Grocer and Publican,Fine Gael members of the 20th Dáil,Industrial and Commercial Panel
Mr. Fintan (Senior) Coogan,(13/04/1910 - 01/01/1985),Blacksmith,Fine Gael members of the 20th Dáil,Galway West
Mr. Patrick M. Cooney,(02/03/1931 - ),Solicitor,Fine Gael members of the 20th Dáil,Longford -Westmeath
Mr. Liam Cosgrave,(13/04/1920 - ),Barrister-at-Law,Fine Gael members of the 20th Dáil,Dublin County
Mr. Declan Costello,(01/08/1926 - ),Barrister-at-Law,Fine Gael members of the 20th Dáil,Dublin North-West
Mr. Donal Creed,(07/09/1924 - ),Farm owner,Fine Gael members of the 20th Dáil,Cork Mid
Mr. Kieran Crotty,(30/08/1930 - ),Baker,Fine Gael members of the 20th Dáil,Carlow-Kilkenny
Mr. Henry Percy Dockrell,(27/12/1914 - 22/11/1979),Solicitor,Fine Gael members of the 20th Dáil,Dún Laoghaire and Rathdown
Mr. Maurice Edward Dockrell,(06/10/1908 - 09/12/1986),Company Director,Fine Gael members of the 20th Dáil,Dublin South
Mr. Patrick S. Donegan,(29/10/1923 - 26/11/2000),Businessman and Farmer,Fine Gael members of the 20th Dáil,Louth
Mr. John F. Donnellan,(27/03/1937 - ),Farmer,Fine Gael members of the 20th Dáil,Galway East
Mr. Thomas Dunne,(10/03/1926 - 03/08/1990),Licensed Vintner,Fine Gael members of the 20th Dáil,Tipperary North
Mr. Tom.W Enright,(26/07/1940 - ),Public Representative Solicitor.,Fine Gael members of the 20th Dáil,Laoighis-Offaly
