Ms. Myra Barry,(30/06/1957 - ),National School Teacher,Fine Gael members of the 21st Dáil,Cork North-East
Mr. Peter Barry,(10/08/1928 - ),Tea Merchant,Fine Gael members of the 21st Dáil,Cork City South-East
Mr. Richard Barry,(04/09/1919 - ),Publican,Fine Gael members of the 21st Dáil,Cork East
Mr. Michael Begley,(22/08/1932 - ),Carpenter,Fine Gael members of the 21st Dáil,Kerry South
Mr. Luke Belton,(09/08/1918 - 18/06/2006),Publican,Fine Gael members of the 21st Dáil,Dublin North Central
Mr. John Boland,(30/11/1944 - 14/08/2000),Full-Time Public Representative,Fine Gael members of the 21st Dáil,Labour Panel
Mr. John Bruton,(18/05/1947 - ),Public Representative Lawyer Farmer Economist,Fine Gael members of the 21st Dáil,Meath
Mrs. Joan T. Burke,(08/02/1928 - ),Nurse Farmer,Fine Gael members of the 21st Dáil,Roscommon
Mr. Liam Burke,(02/02/1928 - 21/08/2005),Full-Time Public Representative Garage Proprietor,Fine Gael members of the 21st Dáil,Cork City North-West
Mr. Hugh Byrne,(05/07/1939 - ),District Medical Officer,Fine Gael members of the 21st Dáil,Dublin North-West
Mr. Mark A. Clinton,(07/02/1915 - 23/12/2001),Estate Manager,Fine Gael members of the 21st Dáil,Dublin County
Mr. Edward Collins,(01/02/1941 - ),Company Director Farmer Exporter.,Fine Gael members of the 21st Dáil,Waterford
Mr. John Francis. Conlon,(21/05/1928 - 03/12/2004),Grocer and Publican,Fine Gael members of the 21st Dáil,Industrial and Commercial Panel
Mr. Liam Cosgrave,(13/04/1920 - ),Barrister-at-Law,Fine Gael members of the 21st Dáil,Dublin County
Mr. Michael Joe Cosgrave,(09/03/1938 - ),Full-Time Public Representative formerly Company Director,Fine Gael members of the 21st Dáil,Dublin (Clontarf)
Mr. Donal Creed,(07/09/1924 - ),Farm owner,Fine Gael members of the 21st Dáil,Cork Mid
Mr. Kieran Crotty,(30/08/1930 - ),Baker,Fine Gael members of the 21st Dáil,Carlow-Kilkenny
Mr. Michael D'Arcy,(07/03/1934 - ),Public Representative Farmer,Fine Gael members of the 21st Dáil,Wexford
Mr. Austin Deasy,(26/08/1936 - ),Full-Time Public Representative formerly Teacher,Fine Gael members of the 21st Dáil,Nominated by the Taoiseach
Mr. Patrick S. Donegan,(29/10/1923 - 26/11/2000),Businessman and Farmer,Fine Gael members of the 21st Dáil,Louth
Mr. John F. Donnellan,(27/03/1937 - ),Farmer,Fine Gael members of the 21st Dáil,Galway East
Mr. Tom.W Enright,(26/07/1940 - ),Public Representative Solicitor.,Fine Gael members of the 21st Dáil,Laoighis-Offaly
Mr. Garret FitzGerald,(09/02/1926 - ),Lecturer Economist,Fine Gael members of the 21st Dáil,Industrial and Commercial Panel
Mr. Thomas J. (Cavan) Fitzpatrick,(14/02/1918 - 02/10/2006),Solicitor,Fine Gael members of the 21st Dáil,Administrative Panel
Mr. Oliver J. Flanagan,(22/05/1920 - 26/04/1987),Carpenter and Auctioneer,Fine Gael members of the 21st Dáil,Leix-Offaly
Mr. Eugene Gilhawley,(14/04/1910 - 03/05/1987),Teacher,Fine Gael members of the 21st Dáil,Sligo-Leitrim
Mr. Brendan Griffin,(28/08/1935 - ),National Teacher,Fine Gael members of the 21st Dáil,Tipperary South
Mr. Paddy Harte,(26/07/1931 - ),Farmer Butcher,Fine Gael members of the 21st Dáil,Donegal North-East
Mr. Patrick Hegarty,(26/12/1926 - 31/10/2002),Farmer,Fine Gael members of the 21st Dáil,Cork North-East
Mr. Michael Keating,(29/09/1946 - ),Secondary Teacher,Fine Gael members of the 21st Dáil,Dublin North Central
Professor John M. Kelly,(31/08/1931 - 24/01/1991),University Professor Barrister,Fine Gael members of the 21st Dáil,Cultural and Educational Panel
Mr. Enda Kenny,(24/04/1951 - ),Teacher,Fine Gael members of the 21st Dáil,Mayo West
Mr. Gerald L'Estrange,(07/11/1917 - 05/04/1996),Farmer,Fine Gael members of the 21st Dáil,Administrative Panel
Mr. John Martin (Jnr.) Mannion,(26/10/1944 - 02/04/2006),Farmer Auctioneer and General Merchant,Fine Gael members of the 21st Dáil,Agricultural Panel
Mr. Lawrence (Larry) McMahon,(09/01/1929 - 16/02/2006),Victualler,Fine Gael members of the 21st Dáil,Dublin County South
Mr. Jim Mitchell,(19/10/1946 - 01/12/2002),Brewery Executive (Computer Department),Fine Gael members of the 21st Dáil,Dublin (Ballyfermot)
Mr. Fergus O'Brien,(30/03/1930 - ),Formerly Official of the E.S.B.,Fine Gael members of the 21st Dáil,Dublin South-East
Mr. William (Limerick West) O'Brien,(06/03/1918 - 05/11/1994),C.I.E. Employee Full time public representative,Fine Gael members of the 21st Dáil,Labour Panel
Mr. Thomas G. O'Donnell,(30/08/1926 - ),Journalist,Fine Gael members of the 21st Dáil,Limerick East
Mr. Jim O'Keeffe,(31/03/1941 - ),Solicitor and Notary Public,Fine Gael members of the 21st Dáil,Cork South-West
Mr. Paddy O'Toole,(15/01/1938 - ),National School Teacher,Fine Gael members of the 21st Dáil,Nominated by the Taoiseach
Mr. Richie Ryan,(27/02/1929 - ),Lawyer,Fine Gael members of the 21st Dáil,Dublin South-West
Mr. Frank Taylor,(30/05/1914 - 15/04/1989),Farmer,Fine Gael members of the 21st Dáil,Clare
Mr. Godfrey Timmins,(06/09/1927 - 11/04/2001),General Merchant Publican,Fine Gael members of the 21st Dáil,Wicklow
Mr. James White,(02/01/1938 - ),Poultry Farmer Supermarket and Hotel Director,Fine Gael members of the 21st Dáil,Donegal-Leitrim
