Mr. John (Junior) Beirne,( - 23/10/1967),Clann na Talmhúain (Clann na Talmhúain members of the 15th Dáil),Clann na Talmhúain members of the 15th Dáil,Roscommon
Mr. Joseph Blowick,(13/03/1903 - 12/08/1970),Farmer,Clann na Talmhúain members of the 15th Dáil,Mayo South
Mr. Michael Donnellan,(01/01/1900 - 27/09/1964),Farmer,Clann na Talmhúain members of the 15th Dáil,Galway East
Mr. Patrick Finucane,(05/12/1890 - 10/04/1984),Farmer,Clann na Talmhúain members of the 15th Dáil,Kerry North
Mr. Thomas O'Hara,(20/07/1911 - 05/04/1984),Merchant and Auctioneer,Clann na Talmhúain members of the 15th Dáil,Mayo North
