Mr. Stephen D. Barrett,(26/12/1913 - 08/09/1976),Barrister-at-Law,Fine Gael members of the 16th Dáil,Cork Borough
Mr. Richard Barry,(04/09/1919 - ),Publican,Fine Gael members of the 16th Dáil,Cork East
Mr. Jack Belton,( - 23/02/1963),Builder and Publican,Fine Gael members of the 16th Dáil,Dublin North-East
Mr. James J. Burke,( - 12/05/1964),Farmer,Fine Gael members of the 16th Dáil,Roscommon
Mr. Patrick Byrne,(02/04/1925 - ),Accountant,Fine Gael members of the 16th Dáil,Dublin North-East
Mr. John Carew,(05/05/1901 - 12/07/1968),Merchant,Fine Gael members of the 16th Dáil,Limerick East
Mr. George Coburn,(04/03/1920 - 25/02/2009),Fitter,Fine Gael members of the 16th Dáil,Louth
Mr. Fintan (Senior) Coogan,(13/04/1910 - 01/01/1985),Blacksmith,Fine Gael members of the 16th Dáil,Galway West
Mr. Liam Cosgrave,(13/04/1920 - ),Barrister-at-Law,Fine Gael members of the 16th Dáil,Dublin County
Mr. Declan Costello,(01/08/1926 - ),Barrister-at-Law,Fine Gael members of the 16th Dáil,Dublin North-West
Mr. John Aloysius Costello,(20/06/1891 - 05/01/1976),Senior Counsel,Fine Gael members of the 16th Dáil,Dublin County
Mr. Patrick J. Crotty,(23/11/1902 - 26/11/1970),Bakery Proprietor,Fine Gael members of the 16th Dáil,Carlow-Kilkenny
Mr. James M. Dillon,(26/09/1902 - 10/02/1986),Barrister-at-Law Farmer and Merchant,Fine Gael members of the 16th Dáil,Donegal
Mr. Maurice Edward Dockrell,(06/10/1908 - 09/12/1986),Company Director,Fine Gael members of the 16th Dáil,Dublin South
Sir Anthony Charles Esmonde,(18/01/1899 - 01/01/1981),Medical Practitioner and Farmer,Fine Gael members of the 16th Dáil,Wexford
Mr. Charles Fagan,(01/10/1881 - 08/05/1974),Farmer and Salesmaster,Fine Gael members of the 16th Dáil,Longford -Westmeath
Mr. Oliver J. Flanagan,(22/05/1920 - 26/04/1987),Carpenter and Auctioneer,Fine Gael members of the 16th Dáil,Leix-Offaly
Capt. Patrick Giles,(01/01/1900 - 13/03/1965),Irish Army Captain,Fine Gael members of the 16th Dáil,Meath-Westmeath
Mrs. Brigid Hogan-O'Higgins,(10/03/1932 - ),Farmer,Fine Gael members of the 16th Dáil,Galway South
Mr. Joseph Hughes,(18/09/1905 - 20/01/1960),Farmer,Fine Gael members of the 16th Dáil,Carlow-Kilkenny
Mr. Denis Francis Jones,(12/10/1906 - 06/05/1987),National School Teacher,Fine Gael members of the 16th Dáil,Limerick West
Mr. Henry Kenny,(07/09/1913 - 25/09/1975),Teacher,Fine Gael members of the 16th Dáil,Mayo South
Mr. Patrick James Lindsay,(18/01/1914 - 29/06/1993),Senior Counsel,Fine Gael members of the 16th Dáil,Mayo North
Mr. Thaddeus Lynch,( - 25/10/1966),Auctioneer,Fine Gael members of the 16th Dáil,Waterford
Mr. Seán (Major-General) Mac Eoin,( - 07/07/1973),Former Army Officer,Fine Gael members of the 16th Dáil,Longford -Westmeath
Mr. Timothy (Tadhg) Manley,(20/04/1893 - 24/08/1976),Teacher,Fine Gael members of the 16th Dáil,Cork South
Mr. Patrick McGilligan,(12/04/1889 - 15/11/1979),Lawyer and University Professor,Fine Gael members of the 16th Dáil,National University of Ireland
Mr. Joseph McLoughlin,(12/08/1916 - 03/07/1991),Farmer,Fine Gael members of the 16th Dáil,Sligo-Leitrim
Mr. Daniel McMenamin,(01/03/1882 - ),Barrister-at-law,Fine Gael members of the 16th Dáil,Donegal
General Richard Mulcahy,(10/05/1886 - 16/12/1971),Company Director,Fine Gael members of the 16th Dáil,Dublin (Clontarf)
Mr. William Murphy,(12/02/1892 - 16/11/1967),Publican,Fine Gael members of the 16th Dáil,Clare
Mr. Patrick O'Donnell,( - 04/10/1970),Solicitor,Fine Gael members of the 16th Dáil,Donegal West
Mr. Michael Joseph O'Higgins,(01/11/1917 - 09/03/2005),Solicitor,Fine Gael members of the 16th Dáil,Dublin South-West
Mr. Thomas Francis (Jnr.) O'Higgins,(23/07/1916 - 25/02/2003),Lawyer,Fine Gael members of the 16th Dáil,Leix-Offaly
Mr. Patrick (Virginia) O'Reilly,(01/04/1927 - 19/02/1994),Farmer,Fine Gael members of the 16th Dáil,Cavan
Mr. Denis J. O'Sullivan,(05/03/1918 - 20/07/1987),Merchant Publican and Auctioneer,Fine Gael members of the 16th Dáil,Cork North
Mr. Patrick W. Palmer,( - 21/03/1971),National Teacher,Fine Gael members of the 16th Dáil,Kerry South
Ms. Mary Reynolds,(10/10/1889 - 29/08/1974),Farmer Grocer and Spirit Merchant,Fine Gael members of the 16th Dáil,Leitrim-Sligo
Mr. Patrick James Rogers,(01/02/1900 - 22/03/1963),Farmer,Fine Gael members of the 16th Dáil,Leitrim-Sligo
Mr. Éamon Rooney,( - 09/11/1993),Insurance Broker,Fine Gael members of the 16th Dáil,Dublin County
Mr. Richie Ryan,(27/02/1929 - ),Lawyer,Fine Gael members of the 16th Dáil,Dublin South-West
Mr. Gerard Sweetman,(10/06/1908 - 28/01/1970),Solicitor,Fine Gael members of the 16th Dáil,Agricultural Panel
