Dr. Noel C. Browne,(20/12/1915 - 23/05/1997),Medical Practitioner,Independent members of the 16th Dáil,Dublin South-East
Mr. Thomas Byrne,( - 16/03/1978),Traveller,Independent members of the 16th Dáil,Dublin North-West
Mr. James Carroll,( - 30/07/1973),Contractor,Independent members of the 16th Dáil,Dublin South-West
Mr. Patrick Finucane,(05/12/1890 - 10/04/1984),Farmer,Independent members of the 16th Dáil,Kerry North
Mr. John (Jack) McQuillan,(30/08/1920 - 08/03/1998),Member of Local Authority Trade Union Official and Former Army Officer,Independent members of the 16th Dáil,Roscommon
Mr. John Murphy,,Independent (Independent members of the 16th Dáil),Independent members of the 16th Dáil,Dublin South-Central
Mr. George Edward Russell,(01/04/1912 - 28/11/2004),Grain Seed Provision Merchant and Company Director,Independent members of the 16th Dáil,Limerick East
Mr. William Alexander Watson Sheldon,(18/01/1907 - ),Farmer,Independent members of the 16th Dáil,Donegal East
Mr. Frank Sherwin,( - 01/01/1981),Independent (Independent members of the 16th Dáil),Independent members of the 16th Dáil,Dublin North Central
Mr. Florence Wycherley,(20/02/1908 - 23/04/1969),Farmer,Independent members of the 16th Dáil,Cork West
