Mr. Joe Behan,,Independent (Independent members of the 30th Dáil),Independent members of the 30th Dáil,Wicklow
Mr. Tony Gregory (Deceased),(05/12/1947 - 02/01/2009),Full-Time Public Representative formerly Teacher,Independent members of the 30th Dáil,Dublin Central
Mr. Jackie Healy-Rae,(01/03/1931 - ),Full-Time Public Representative formerly Farmer Publican and Plant Hire Business,Independent members of the 30th Dáil,Kerry South
Mr. Michael Lowry,(13/03/1954 - ),Company Director,Independent members of the 30th Dáil,Tipperary North
Mr. Finian McGrath,(09/04/1953 - ),Former School Principal and full-time worker with the Simon Community,Independent members of the 30th Dáil,Dublin North Central
Mrs. Maureen O'Sullivan,(10/03/1951 - ),Full time Public representative. Secondary school teacher,Independent members of the 30th Dáil,Dublin Central
