Mr. Bertie Ahern,(12/09/1951 - ),Full-time Public Representative formerly Accountant,Fianna Fáil members of the 28th Dáil,Dublin (Finglas)
Mr. Dermot Ahern,(02/02/1955 - ),Formerly Solicitor,Fianna Fáil members of the 28th Dáil,Louth
Mr. Michael Ahern,(20/01/1949 - ),Public Representative Registered Auditor and Accountant,Fianna Fáil members of the 28th Dáil,Cork East
Mr. Noel Ahern,(28/12/1944 - ),Full-Time Public Representative formerly Official with C.I.E,Fianna Fáil members of the 28th Dáil,Dublin North-West
Mr. David Andrews,(15/03/1935 - ),Minister Senior Counsel,Fianna Fáil members of the 28th Dáil,Dún Laoghaire and Rathdown
Mr. Seán Ardagh,(25/11/1947 - ),Public Representative Chartered Accountant,Fianna Fáil members of the 28th Dáil,Dublin South-Central
Mr. Liam Aylward,(27/09/1952 - ),Full-Time Public Representative formerly Laboratory Technician,Fianna Fáil members of the 28th Dáil,Carlow-Kilkenny
Mr. Johnny Brady,(01/01/1948 - ),Full-Time Public Representative Farmer,Fianna Fáil members of the 28th Dáil,Meath
Mr. Martin Brady,(07/05/1947 - ),Full-Time Public Representative formerly Executive Officer in Telecom Éireann,Fianna Fáil members of the 28th Dáil,Dublin North-East
Mr. Matt Brennan,(01/10/1936 - ),Full-Time Public Representative formerly VEC Instructor,Fianna Fáil members of the 28th Dáil,Sligo-Leitrim
Mr. Seamus Brennan (Deceased),(16/02/1948 - 09/07/2008),Public Representative formerly Accountant and Management Consultant.,Fianna Fáil members of the 28th Dáil,Nominated by the Taoiseach
Mr. Ben Briscoe,(11/03/1934 - ),Full-Time Public Representative,Fianna Fáil members of the 28th Dáil,Dublin South-West
Mr. John Browne,(01/08/1948 - ),Full-Time Public Representative formerly Salesman,Fianna Fáil members of the 28th Dáil,Wexford
Mr. Raphael P. (Ray) Burke,(30/09/1943 - ),Estate Agent,Fianna Fáil members of the 28th Dáil,Dublin County North
Mr. Hugh Byrne,(03/09/1943 - ),Farmer,Fianna Fáil members of the 28th Dáil,Wexford
Mr. Ivor Callely,(06/05/1958 - ),Full-Time Public Representative formerly Representative for Pharmaceutical Firm,Fianna Fáil members of the 28th Dáil,Dublin North Central
Mr. Pat Carey,(09/11/1947 - ),Full-Time Public Representative formerly School Vice-Principal,Fianna Fáil members of the 28th Dáil,Dublin North-West
Mr. Michael Collins,(01/11/1940 - ),Full-Time Public Representative,Fianna Fáil members of the 28th Dáil,Limerick West
