Mr. Bernard Allen,(09/09/1944 - ),Full-Time Public Representative formerly Laboratory Technologist,Fine Gael members of the 24th Dáil,Cork North-Central
Mrs. Monica Barnes,(12/02/1936 - ),Full-Time Public Representative,Fine Gael members of the 24th Dáil,Labour Panel
Mr. Sean Barrett,(09/08/1944 - ),Public Representative Company Director and Insurance Broker (FLIA),Fine Gael members of the 24th Dáil,Dún Laoghaire
Ms. Myra Barry,(30/06/1957 - ),National School Teacher,Fine Gael members of the 24th Dáil,Cork North-East
Mr. Peter Barry,(10/08/1928 - ),Tea Merchant,Fine Gael members of the 24th Dáil,Cork City South-East
Mr. Michael Begley,(22/08/1932 - ),Carpenter,Fine Gael members of the 24th Dáil,Kerry South
Mr. George Birmingham,(03/08/1954 - ),Barrister-at-Law,Fine Gael members of the 24th Dáil,Dublin North Central
Mr. John Boland,(30/11/1944 - 14/08/2000),Full-Time Public Representative,Fine Gael members of the 24th Dáil,Labour Panel
Mr. John Bruton,(18/05/1947 - ),Public Representative Lawyer Farmer Economist,Fine Gael members of the 24th Dáil,Meath
Mr. Richard Bruton,(15/03/1953 - ),Full-Time Public Representative formerly Economist,Fine Gael members of the 24th Dáil,Agricultural Panel
Mr. Liam Burke,(02/02/1928 - 21/08/2005),Full-Time Public Representative Garage Proprietor,Fine Gael members of the 24th Dáil,Cork City North-West
Mr. Donal Carey,(15/10/1937 - ),Full-Time Public Representative formerly Cost Controller,Fine Gael members of the 24th Dáil,Labour Panel
Mr. Edward Collins,(01/02/1941 - ),Company Director Farmer Exporter.,Fine Gael members of the 24th Dáil,Waterford
Mr. John Francis. Conlon,(21/05/1928 - 03/12/2004),Grocer and Publican,Fine Gael members of the 24th Dáil,Industrial and Commercial Panel
Mr. Paul Connaughton,(06/06/1944 - ),Full-Time Public Representative Farmer formerly General Manager Tuam Livestock Mart,Fine Gael members of the 24th Dáil,Agricultural Panel
Mr. Fintan (Junior) Coogan,(02/06/1944 - ),College Lecturer,Fine Gael members of the 24th Dáil,Galway West
Mr. Patrick M. Cooney,(02/03/1931 - ),Solicitor,Fine Gael members of the 24th Dáil,Longford -Westmeath
Mr. Liam T. (Junior) Cosgrave,(30/04/1956 - ),Solicitor Public Representative,Fine Gael members of the 24th Dáil,Dún Laoghaire
Mr. Michael Joe Cosgrave,(09/03/1938 - ),Full-Time Public Representative formerly Company Director,Fine Gael members of the 24th Dáil,Dublin (Clontarf)
Mr. Hugh Coveney,(20/07/1935 - 15/03/1998),Chartered Quantity Surveyor in private practice Director of several Cork companies.,Fine Gael members of the 24th Dáil,Cork South-Central
Mr. Donal Creed,(07/09/1924 - ),Farm owner,Fine Gael members of the 24th Dáil,Cork Mid
Mr. Kieran Crotty,(30/08/1930 - ),Baker,Fine Gael members of the 24th Dáil,Carlow-Kilkenny
Mr. Frank Crowley,(29/05/1939 - ),Full-Time Public Representative,Fine Gael members of the 24th Dáil,Cork North-West
Mr. Michael D'Arcy,(07/03/1934 - ),Public Representative Farmer,Fine Gael members of the 24th Dáil,Wexford
Mr. Austin Deasy,(26/08/1936 - ),Full-Time Public Representative formerly Teacher,Fine Gael members of the 24th Dáil,Nominated by the Taoiseach
Mr. John F. Donnellan,(27/03/1937 - ),Farmer,Fine Gael members of the 24th Dáil,Galway East
Mr. Dick Dowling,(12/12/1938 - ),Teacher,Fine Gael members of the 24th Dáil,Labour Panel
Mr. Avril Doyle,(18/04/1949 - ),Public Representative,Fine Gael members of the 24th Dáil,Wexford
Mr. Joseph (Joe) Doyle,(01/06/1936 - 08/08/2009),Church Clerk,Fine Gael members of the 24th Dáil,Dublin South-East
Mr. Alan Dukes,(20/04/1945 - ),Full-Time Public Representative formerly Economist.,Fine Gael members of the 24th Dáil,Kildare
Mr. Bernard Durkan,(26/03/1945 - ),Full-Time Public Representative formerly Agricultural Contractor and Farmer,Fine Gael members of the 24th Dáil,Kildare
Mr. Tom.W Enright,(26/07/1940 - ),Public Representative Solicitor.,Fine Gael members of the 24th Dáil,Laoighis-Offaly
Mr. John V. Farrelly,(04/11/1954 - ),Public Representative Auctioneer,Fine Gael members of the 24th Dáil,Meath
