Mr. Henry Byrne,(06/03/1920 - 06/04/1976),The Labour Party (The Labour Party members of the 18th Dáil),The Labour Party members of the 18th Dáil,Laoighis-Offaly
Mr. Sean Casey,(09/05/1922 - 29/04/1967),Trade Union Official,The Labour Party members of the 18th Dáil,Cork Borough
Mr. Frank Cluskey,(08/04/1930 - 07/05/1989),Butcher,The Labour Party members of the 18th Dáil,Dublin South-Central
Mr. Brendan Corish,(19/11/1918 - 17/02/1990),Full-Time Public Representative,The Labour Party members of the 18th Dáil,Wexford
Mr. Stephen Coughlan,(26/12/1910 - 20/12/1994),Turf Accountant and Publican,The Labour Party members of the 18th Dáil,Limerick East
Mrs. Eileen Desmond,(29/12/1932 - 06/01/2005),Former Civil Servant,The Labour Party members of the 18th Dáil,Cork Mid
Mr. Sean Dunne,(18/12/1918 - 25/06/1969),Union Official,The Labour Party members of the 18th Dáil,Dublin County
Mr. James Everett,(01/05/1894 - 18/12/1967),Trade Union Secretary,The Labour Party members of the 18th Dáil,Kildare-Wicklow
Mr. Thomas Anthony Kyne,(04/02/1905 - 08/08/1981),Trade Union Official,The Labour Party members of the 18th Dáil,Waterford
Mr. Denis Larkin,( - 02/07/1987),Trade Union Official,The Labour Party members of the 18th Dáil,Dublin North-East
Mr. Patrick McAuliffe,(01/08/1914 - 13/10/1989),Farmer,The Labour Party members of the 18th Dáil,Cork North
Mr. Michael Mullen,(01/02/1919 - 01/11/1982),General Secretary ITGWU,The Labour Party members of the 18th Dáil,Dublin North-West
Mr. Michael Pat Murphy,(12/03/1919 - 28/10/2000),Publican,The Labour Party members of the 18th Dáil,Cork West
Mr. Patrick Norton,,Businessman Property Owner,The Labour Party members of the 18th Dáil,Kildare
Dr. John F. O'Connell,(20/01/1927 - ),Medical Doctor,Fianna Fáil members of the 18th Dáil,Dublin South-West
Mr. Michael O'Leary,(08/05/1936 - 11/05/2006),Barrister-at-Law,The Labour Party members of the 18th Dáil,Dublin North Central
Mr. Séamus Pattison,(19/04/1936 - ),Public Representative formerly Trade Union Official,The Labour Party members of the 18th Dáil,Carlow-Kilkenny
Mr. Daniel Spring,(01/07/1910 - 01/01/1988),Trade Union Official,The Labour Party members of the 18th Dáil,Kerry North
Mr. Patrick Tierney,( - 29/09/1990),Labourer,The Labour Party members of the 18th Dáil,Labour Panel
Mr. Seán Treacy,(23/09/1923 - ),Boot and Shoe Operative,The Labour Party members of the 18th Dáil,Tipperary South
Mr. James Tully,(18/09/1915 - 20/05/1992),Trade Union Official,The Labour Party members of the 18th Dáil,Meath
