r. Frank Aiken,(13/02/1898 - 18/05/1983),Farmer,Fianna Fáil members of the 16th Dáil,Louth
Mr. Denis Allen,(02/01/1896 - 29/03/1961),Farmer,Fianna Fáil members of the 16th Dáil,Wexford
Mr. Gerald Bartley,(12/06/1898 - 10/05/1974),Insurance Official Barrister-at-law,Fianna Fáil members of the 16th Dáil,Galway
Mr. Patrick Beegan,(26/05/1895 - 02/02/1959),Farmer,Fianna Fáil members of the 16th Dáil,Galway
Mr. Neil T. Blaney,(30/10/1922 - 08/11/1995),Businessman and Farmer,Fianna Fáil members of the 16th Dáil,Donegal East
Mr. Gerald Boland,(25/05/1885 - 05/01/1973),Engineer,Fianna Fáil members of the 16th Dáil,Roscommon
Mr. Kevin Boland,(15/10/1917 - 23/09/2001),Civil Engineer,Fianna Fáil members of the 16th Dáil,Dublin County
Mr. Lionel O. Booth,(12/06/1914 - 31/05/1997),Company Director,Fianna Fáil members of the 16th Dáil,Dún Laoghaire and Rathdown
Mr. Philip A. Brady,(10/06/1898 - 06/01/1995),Chemist,Fianna Fáil members of the 16th Dáil,Dublin South-Central
Mr. Sean Brady,( - 24/02/1969),Member of Vigzol Lubricants Ltd.,Fianna Fáil members of the 16th Dáil,Dublin County
Mr. Daniel Breen,(11/08/1894 - 27/12/1969),Former Railway Employee,Fianna Fáil members of the 16th Dáil,Tipperary
Mr. Joseph Brennan,(14/02/1912 - 13/07/1980),Merchant and Auctioneer,Fianna Fáil members of the 16th Dáil,Donegal West
Mr. Paudge Brennan,(18/02/1922 - 10/06/1998),Farmer,Fianna Fáil members of the 16th Dáil,Wicklow
Mr. Cormac Breslin,(25/04/1902 - 23/01/1978),General Merchant,Fianna Fáil members of the 16th Dáil,Donegal West
Mr. Robert Briscoe,(25/09/1894 - 30/05/1969),Company Director,Fianna Fáil members of the 16th Dáil,Dublin South
Mr. Séan Browne,(03/05/1916 - 27/03/1996),Printer,Fianna Fáil members of the 16th Dáil,Wexford
Mr. Patrick J. Burke,(26/01/1904 - 09/09/1985),Hospital Official,Fianna Fáil members of the 16th Dáil,Dublin County
Mr. Bernard Butler,(01/09/1886 - 13/03/1959),Principal Teacher,Fianna Fáil members of the 16th Dáil,Dublin Townships
Mr. Phelim A. Calleary,(03/10/1895 - 04/01/1974),Engineer,Fianna Fáil members of the 16th Dáil,Mayo North
Mr. Michael Carty,(16/12/1916 - 23/04/1975),Teacher,Fianna Fáil members of the 16th Dáil,Galway South
Mr. Erskine Hamilton Childers,(11/12/1905 - 17/11/1974),Company Director,Fianna Fáil members of the 16th Dáil,Athlone-Longford
Mr. Patrick Clohessy,(16/04/1908 - 06/08/1971),Farmer,Fianna Fáil members of the 16th Dáil,Limerick East
Mr. James J. Collins,(31/10/1900 - 01/09/1967),Fianna Fáil (Fianna Fáil members of the 16th Dáil),Fianna Fáil members of the 16th Dáil,Limerick West
Mr. Martin John Corry,(12/12/1890 - 14/02/1979),Farmer,Fianna Fáil members of the 16th Dáil,Cork East
Mr. Edward Cotter,(27/06/1902 - 11/12/1972),Fianna Fáil (Fianna Fáil members of the 16th Dáil),Fianna Fáil members of the 16th Dáil,Cork West
Ms. Honor Mary Crowley,(19/10/1903 - 18/10/1966),Social Worker,Fianna Fáil members of the 16th Dáil,Kerry South
Mr. Patrick J. Cummins,(10/06/1921 - 05/03/2009),Dublin Gas Company Official,Fianna Fáil members of the 16th Dáil,Dublin South-Central
Mr. Liam Cunningham,(25/01/1915 - 29/02/1976),Teacher,Fianna Fáil members of the 16th Dáil,Donegal East
Mr. Michael J. Davern,(22/07/1900 - 25/07/1973),Publican,Fianna Fáil members of the 16th Dáil,Tipperary South
Mr. Eamon de Valera,(14/10/1882 - 29/08/1975),Secondary Teacher,Fianna Fáil members of the 16th Dáil,Clare East
Vivion de Valera,(13/12/1910 - 16/02/1982),Senior Counsel Managing Director Irish Press Ltd,Fianna Fáil members of the 16th Dáil,Dublin North-West
Mr. Sean (Mayo North) Doherty,( - 17/03/1985),Hotel Proprietor,Fianna Fáil members of the 16th Dáil,Mayo North
Mr. Bartholomew (Batt) Donegan,(21/12/1910 - 26/08/1978),Farmer and Horse Breeder,Fianna Fáil members of the 16th Dáil,Cork North
Mr. Patrick Dooley,(14/01/1910 - 02/05/1982),National Teacher,Fianna Fáil members of the 16th Dáil,Kildare
Mr. Kieran P. Egan,(26/05/1916 - 25/03/1976),Fianna Fáil (Fianna Fáil members of the 16th Dáil),Fianna Fáil members of the 16th Dáil,Leix-Offaly
Mr. Nicholas Egan,(17/07/1903 - 05/12/1971),Fianna Fáil (Fianna Fáil members of the 16th Dáil),Fianna Fáil members of the 16th Dáil,Leix-Offaly
Mr. John Fanning,(22/10/1903 - 01/01/1982),Farmer,Fianna Fáil members of the 16th Dáil,Tipperary North
Mr. Padraig Faulkner,(12/03/1918 - ),National Teacher,Fianna Fáil members of the 16th Dáil,Louth
Mr. Sean Flanagan,(26/01/1922 - 05/02/1993),Solicitor,Fianna Fáil members of the 16th Dáil,Mayo South
Mr. Stephen Flynn,( - 24/11/1960),Fianna Fáil (Fianna Fáil members of the 16th Dáil),Fianna Fáil members of the 16th Dáil,Leitrim-Sligo
Mr. Colm Gallagher,( - 26/06/1957),Company Director,Fianna Fáil members of the 16th Dáil,Dublin North Central
Mr. John Galvin,(15/05/1907 - 11/10/1963),Publican,Fianna Fáil members of the 16th Dáil,Cork Borough
Mr. John Geoghegan,(05/11/1913 - 05/01/1975),Transport Employee,Fianna Fáil members of the 16th Dáil,Galway West
Mr. James Gibbons,(03/08/1924 - 20/12/1997),Farmer,Fianna Fáil members of the 16th Dáil,Carlow-Kilkenny
Mr. Eugene Gilbride,(01/10/1892 - 11/03/1972),Farmer,Fianna Fáil members of the 16th Dáil,Sligo-Leitrim
Mr. Richard Gogan,(29/11/1899 - 28/04/1982),Home Assistance Officer,Fianna Fáil members of the 16th Dáil,Dublin North-West
Mr. James Griffin,(17/04/1899 - 22/03/1959),Publican,Fianna Fáil members of the 16th Dáil,Meath
Mr. Charles J. Haughey,(16/09/1925 - 13/06/2006),Formerly Accountant,Fianna Fáil members of the 16th Dáil,Dublin North-East
Augustine .A. (Gus) Healy,(20/05/1904 - 10/07/1987),Dental Laboratory Proprietor,Fianna Fáil members of the 16th Dáil,Cork Borough
Dr. Patrick J. Hillery,(02/05/1923 - 12/04/2008),Medical Practitioner,Fianna Fáil members of the 16th Dáil,Clare
Mr. Michael Hilliard,(11/03/1903 - 01/01/1982),Livestock Trader,Fianna Fáil members of the 16th Dáil,Meath-Westmeath
Mr. Francis Humphreys,( - 19/04/1961),Medical Practitioner,Fianna Fáil members of the 16th Dáil,Carlow-Kilkenny
Mr. Henry Martin Johnston,(11/11/1908 - 09/01/1977),Farmer,Fianna Fáil members of the 16th Dáil,Meath
Mr. William Kenneally,( - 13/09/1964),Omnibus Service Operator,Fianna Fáil members of the 16th Dáil,Waterford
Mr. Michael Joseph Kennedy,( - 14/02/1965),Clerk,Fianna Fáil members of the 16th Dáil,Longford -Westmeath
Mr. Mark (Snr.) Killilea,(01/01/1896 - 29/09/1970),Farmer and Shopkeeper,Fianna Fáil members of the 16th Dáil,Galway
Mr. Michael F. Kitt,(13/09/1914 - 24/12/1974),Teacher,Fianna Fáil members of the 16th Dáil,Galway North
Mr. Noel T. Lemass,(14/02/1929 - 13/04/1976),Commercial Traveller,Fianna Fáil members of the 16th Dáil,Dublin South-West
Mr. Seán F. Lemass,(15/07/1899 - 11/05/1971),Outfitter,Fianna Fáil members of the 16th Dáil,Dublin South
Mr. Francis Loughman,( - 13/05/1972),Pharmaceutical Chemist,Fianna Fáil members of the 16th Dáil,Tipperary
Ms. Celia Lynch,(06/05/1908 - 16/06/1989),Housewife,Fianna Fáil members of the 16th Dáil,Dublin South-Central
Mr. Jack Lynch,(15/08/1917 - 20/10/1999),Barrister-in-law,Fianna Fáil members of the 16th Dáil,Cork Borough
Mr. Seán MacEntee,( - 10/01/1984),Engineer,Fianna Fáil members of the 16th Dáil,Monaghan South
Mr. Peader Maher,(01/02/1924 - ),Publican,Fianna Fáil members of the 16th Dáil,Leix-Offaly
Mr. Seán (Cork) McCarthy,( - 14/03/1974),Teacher,Fianna Fáil members of the 16th Dáil,Cork South-East
Mr. Thomas (Snr.) McEllistrim,(14/10/1894 - 04/12/1973),Farmer,Fianna Fáil members of the 16th Dáil,Kerry
Mr. Martin Medlar,(04/12/1899 - 04/06/1965),Farmer,Fianna Fáil members of the 16th Dáil,Carlow-Kilkenny
Mr. Anthony G. Millar,(24/09/1934 - 23/01/1993),Farmer,Fianna Fáil members of the 16th Dáil,Galway South
Mr. John W. Moher,(07/02/1909 - 10/11/1985),Farmer and Auctioneer,Fianna Fáil members of the 16th Dáil,Cork East
Mr. Daniel J. Moloney,( - 26/06/1963),Motor Trader,Fianna Fáil members of the 16th Dáil,Kerry North
Mr. Patrick Mooney,(12/11/1903 - 30/10/1989),Fianna Fáil (Fianna Fáil members of the 16th Dáil),Fianna Fáil members of the 16th Dáil,Monaghan
Mr. Michael Moran,(25/12/1912 - 06/05/1983),Solicitor,Fianna Fáil members of the 16th Dáil,Mayo South
Mr. Donnchadh Ó Briain,(17/11/1897 - 22/09/1981),Irish Teacher and Assistant Creamery Manager,Fianna Fáil members of the 16th Dáil,Limerick
