Mr. James Breen,(23/05/1945 - ),Public Representative Farmer,Independent members of the 29th Dáil,Clare
Mr. Michael Collins,(01/11/1940 - ),Full-Time Public Representative,Independent members of the 29th Dáil,Limerick West
Mr. Paudge Connolly,(23/09/1953 - ),Full-time Public Representative Formerly a psychiatric nurse and part-time secretary of the Health Services Branch of SIPTU,Independent members of the 29th Dáil,Cavan-Monaghan
Dr. Jerry Cowley,(11/11/1952 - ),Barrister Medical Doctor,Independent members of the 29th Dáil,Mayo
Ms. Beverley Flynn,(09/06/1966 - ),Full-Time Public Representative formerly Financial Services Manager,Independent members of the 29th Dáil,Mayo
Ms. Mildred Fox,(17/06/1971 - ),Full-Time Public Representative formerly Hotel front-Office Manager,Independent members of the 29th Dáil,Wicklow
Mr. Tony Gregory (Deceased),(05/12/1947 - 02/01/2009),Full-Time Public Representative formerly Teacher,Independent members of the 29th Dáil,Dublin Central
Ms. Marian Harkin,(26/11/1953 - ),Former Teacher,Independent members of the 29th Dáil,Sligo-Leitrim
Mr. Seamus Healy,(09/08/1950 - ),Former Hospital Administrator.,Independent members of the 29th Dáil,Tipperary South
Mr. Jackie Healy-Rae,(01/03/1931 - ),Full-Time Public Representative formerly Farmer Publican and Plant Hire Business,Independent members of the 29th Dáil,Kerry South
Mr. Michael Lowry,(13/03/1954 - ),Company Director,Independent members of the 29th Dáil,Tipperary North
Mr. Finian McGrath,(09/04/1953 - ),Former School Principal and full-time worker with the Simon Community,Independent members of the 29th Dáil,Dublin North Central
Mr. Paddy McHugh,(23/01/1953 - ),Formerly architect.,Independent members of the 29th Dáil,Galway East
Ms. Catherine Murphy,(01/09/1953 - ),Independent (Independent members of the 29th Dáil),Independent members of the 29th Dáil,Kildare North
