Mr. Bernard Allen,(09/09/1944 - ),Full-Time Public Representative formerly Laboratory Technologist,Fine Gael members of the 22nd Dáil,Cork North-Central
Mr. Sean Barrett,(09/08/1944 - ),Public Representative Company Director and Insurance Broker (FLIA),Fine Gael members of the 22nd Dáil,Dún Laoghaire
Ms. Myra Barry,(30/06/1957 - ),National School Teacher,Fine Gael members of the 22nd Dáil,Cork North-East
Mr. Peter Barry,(10/08/1928 - ),Tea Merchant,Fine Gael members of the 22nd Dáil,Cork City South-East
Mr. Michael Begley,(22/08/1932 - ),Carpenter,Fine Gael members of the 22nd Dáil,Kerry South
Mr. George Birmingham,(03/08/1954 - ),Barrister-at-Law,Fine Gael members of the 22nd Dáil,Dublin North Central
Mr. John Boland,(30/11/1944 - 14/08/2000),Full-Time Public Representative,Fine Gael members of the 22nd Dáil,Labour Panel
Mr. John Bruton,(18/05/1947 - ),Public Representative Lawyer Farmer Economist,Fine Gael members of the 22nd Dáil,Meath
Mr. Liam Burke,(02/02/1928 - 21/08/2005),Full-Time Public Representative Garage Proprietor,Fine Gael members of the 22nd Dáil,Cork City North-West
Mr. Richard Burke,(29/03/1932 - ),Secondary Teacher,Fine Gael members of the 22nd Dáil,Dublin County South
Mr. Hugh Byrne,(05/07/1939 - ),District Medical Officer,Fine Gael members of the 22nd Dáil,Dublin North-West
Mr. Edward Collins,(01/02/1941 - ),Company Director Farmer Exporter.,Fine Gael members of the 22nd Dáil,Waterford
Mr. John Francis. Conlon,(21/05/1928 - 03/12/2004),Grocer and Publican,Fine Gael members of the 22nd Dáil,Industrial and Commercial Panel
Mr. Paul Connaughton,(06/06/1944 - ),Full-Time Public Representative Farmer formerly General Manager Tuam Livestock Mart,Fine Gael members of the 22nd Dáil,Agricultural Panel
Mr. John Connor,(14/02/1944 - ),Farmer formerly Local Government Official,Fine Gael members of the 22nd Dáil,Roscommon
Mr. Patrick M. Cooney,(02/03/1931 - ),Solicitor,Fine Gael members of the 22nd Dáil,Longford -Westmeath
Mr. Liam T. (Junior) Cosgrave,(30/04/1956 - ),Solicitor Public Representative,Fine Gael members of the 22nd Dáil,Dún Laoghaire
Mr. Michael Joe Cosgrave,(09/03/1938 - ),Full-Time Public Representative formerly Company Director,Fine Gael members of the 22nd Dáil,Dublin (Clontarf)
Mr. Hugh Coveney,(20/07/1935 - 15/03/1998),Chartered Quantity Surveyor in private practice Director of several Cork companies.,Fine Gael members of the 22nd Dáil,Cork South-Central
Mr. Donal Creed,(07/09/1924 - ),Farm owner,Fine Gael members of the 22nd Dáil,Cork Mid
Mr. Kieran Crotty,(30/08/1930 - ),Baker,Fine Gael members of the 22nd Dáil,Carlow-Kilkenny
Mr. Frank Crowley,(29/05/1939 - ),Full-Time Public Representative,Fine Gael members of the 22nd Dáil,Cork North-West
Mr. Michael D'Arcy,(07/03/1934 - ),Public Representative Farmer,Fine Gael members of the 22nd Dáil,Wexford
Mr. Austin Deasy,(26/08/1936 - ),Full-Time Public Representative formerly Teacher,Fine Gael members of the 22nd Dáil,Nominated by the Taoiseach
Mr. John F. Donnellan,(27/03/1937 - ),Farmer,Fine Gael members of the 22nd Dáil,Galway East
Mr. Alan Dukes,(20/04/1945 - ),Full-Time Public Representative formerly Economist.,Fine Gael members of the 22nd Dáil,Kildare
Mr. Bernard Durkan,(26/03/1945 - ),Full-Time Public Representative formerly Agricultural Contractor and Farmer,Fine Gael members of the 22nd Dáil,Kildare
Mr. Tom.W Enright,(26/07/1940 - ),Public Representative Solicitor.,Fine Gael members of the 22nd Dáil,Laoighis-Offaly
Mr. John V. Farrelly,(04/11/1954 - ),Public Representative Auctioneer,Fine Gael members of the 22nd Dáil,Meath
Nuala Fennell,(25/11/1935 - 11/08/2009),Journalist Author,Fine Gael members of the 22nd Dáil,Dublin South
Mr. Garret FitzGerald,(09/02/1926 - ),Lecturer Economist,Fine Gael members of the 22nd Dáil,Industrial and Commercial Panel
Mr. Thomas J. (Cavan) Fitzpatrick,(14/02/1918 - 02/10/2006),Solicitor,Fine Gael members of the 22nd Dáil,Administrative Panel
Ms. Mary Flaherty,(17/05/1953 - ),Secondary School Teacher.,Fine Gael members of the 22nd Dáil,Dublin North-West
Mr. Oliver J. Flanagan,(22/05/1920 - 26/04/1987),Carpenter and Auctioneer,Fine Gael members of the 22nd Dáil,Leix-Offaly
Mr. Brian Fleming,(20/07/1946 - ),Vocational Teacher,Fine Gael members of the 22nd Dáil,Dublin West
Mr. Alice Glenn,(17/12/1927 - ),Public Representative dress designer and Housewife,Fine Gael members of the 22nd Dáil,Dublin Central
