Mr. Ernest Henry Alton,( - 18/02/1952),University Professor,Independent members of the 4th Dáil,Dublin University
Mr. Richard Henrik Beamish,(16/06/1862 - 23/02/1938),Company Director,Independent members of the 4th Dáil,Cork Borough
Mr. Alfred Byrne,(17/03/1882 - 13/03/1956),Company Director,Independent members of the 4th Dáil,Dublin Mid West
Mr. John James Cole,( - 24/05/1959),Farmer and Auctioneer,Independent members of the 4th Dáil,Cavan
Mr. Bryan Ricco Cooper,(17/06/1884 - 05/07/1930),Landowner,Independent members of the 4th Dáil,Dublin County
Mr. James Cosgrave,( - 18/04/1936),Independent (Independent members of the 4th Dáil),Independent members of the 4th Dáil,Galway
Sir James Craig,( - 12/07/1933),Professor of Medicine,Independent members of the 4th Dáil,Dublin University
Mr. Darrell Figgis,( - 27/10/1925),Author and Journalist,Independent members of the 4th Dáil,Dublin County
Mr. Myles Keogh,( - 30/08/1952),Physician and Surgeon,Independent members of the 4th Dáil,Dublin South
Professor William Magennis,(18/05/1867 - 30/03/1946),University Professor,Independent members of the 4th Dáil,National University of Ireland
Mr. Patrick McGilligan,(12/04/1889 - 15/11/1979),Lawyer and University Professor,Independent members of the 4th Dáil,National University of Ireland
Major James Sproule (Major) Myles,( - 13/02/1956),Retired British Army Officer (Major Royal Inniskilling Fusiliers),Independent members of the 4th Dáil,Donegal
Capt. William Archer (Captain) Redmond,( - 01/04/1932),Barrister-at-law,Independent members of the 4th Dáil,Waterford City
