Mr. Frank Aiken,(13/02/1898 - 18/05/1983),Farmer,Fianna Fáil members of the 15th Dáil,Louth
Mr. Denis Allen,(02/01/1896 - 29/03/1961),Farmer,Fianna Fáil members of the 15th Dáil,Wexford
Mr. Gerald Bartley,(12/06/1898 - 10/05/1974),Insurance Official Barrister-at-law,Fianna Fáil members of the 15th Dáil,Galway
Mr. Patrick Beegan,(26/05/1895 - 02/02/1959),Farmer,Fianna Fáil members of the 15th Dáil,Galway
Mr. Neil T. Blaney,(30/10/1922 - 08/11/1995),Businessman and Farmer,Fianna Fáil members of the 15th Dáil,Donegal East
Mr. Gerald Boland,(25/05/1885 - 05/01/1973),Engineer,Fianna Fáil members of the 15th Dáil,Roscommon
Mr. Sean Brady,( - 24/02/1969),Member of Vigzol Lubricants Ltd.,Fianna Fáil members of the 15th Dáil,Dublin County
Mr. Daniel Breen,(11/08/1894 - 27/12/1969),Former Railway Employee,Fianna Fáil members of the 15th Dáil,Tipperary
Mr. Joseph Brennan,(14/02/1912 - 13/07/1980),Merchant and Auctioneer,Fianna Fáil members of the 15th Dáil,Donegal West
Mr. Paudge Brennan,(18/02/1922 - 10/06/1998),Farmer,Fianna Fáil members of the 15th Dáil,Wicklow
Mr. Cormac Breslin,(25/04/1902 - 23/01/1978),General Merchant,Fianna Fáil members of the 15th Dáil,Donegal West
Mr. Robert Briscoe,(25/09/1894 - 30/05/1969),Company Director,Fianna Fáil members of the 15th Dáil,Dublin South
Mr. Patrick J. Burke,(26/01/1904 - 09/09/1985),Hospital Official,Fianna Fáil members of the 15th Dáil,Dublin County
Mr. Bernard Butler,(01/09/1886 - 13/03/1959),Principal Teacher,Fianna Fáil members of the 15th Dáil,Dublin Townships
Mr. Phelim A. Calleary,(03/10/1895 - 04/01/1974),Engineer,Fianna Fáil members of the 15th Dáil,Mayo North
Mr. Frank Carter,(27/07/1910 - 17/07/1988),Shopkeeper,Fianna Fáil members of the 15th Dáil,Longford -Westmeath
Mr. Erskine Hamilton Childers,(11/12/1905 - 17/11/1974),Company Director,Fianna Fáil members of the 15th Dáil,Athlone-Longford
Mr. Michael Colbert,( - 01/04/1959),Farmer and Horse-Breeder,Fianna Fáil members of the 15th Dáil,Limerick
Mr. Harry Colley,(21/02/1891 - 18/01/1972),Rate Collector,Fianna Fáil members of the 15th Dáil,Dublin North-East
Mr. James J. Collins,(31/10/1900 - 01/09/1967),Fianna Fáil (Fianna Fáil members of the 15th Dáil),Fianna Fáil members of the 15th Dáil,Limerick West
Mr. Martin John Corry,(12/12/1890 - 14/02/1979),Farmer,Fianna Fáil members of the 15th Dáil,Cork East
Mr. Edward Cotter,(27/06/1902 - 11/12/1972),Fianna Fáil (Fianna Fáil members of the 15th Dáil),Fianna Fáil members of the 15th Dáil,Cork West
Ms. Honor Mary Crowley,(19/10/1903 - 18/10/1966),Social Worker,Fianna Fáil members of the 15th Dáil,Kerry South
Mr. Tadhg Crowley,( - 12/03/1970),Merchant.,Fianna Fáil members of the 15th Dáil,Limerick
Mr. Liam Cunningham,(25/01/1915 - 29/02/1976),Teacher,Fianna Fáil members of the 15th Dáil,Donegal East
Mr. Michael J. Davern,(22/07/1900 - 25/07/1973),Publican,Fianna Fáil members of the 15th Dáil,Tipperary South
Mr. Eamon de Valera,(14/10/1882 - 29/08/1975),Secondary Teacher,Fianna Fáil members of the 15th Dáil,Clare East
Vivion de Valera,(13/12/1910 - 16/02/1982),Senior Counsel Managing Director Irish Press Ltd,Fianna Fáil members of the 15th Dáil,Dublin North-West
Mr. Thomas Derrig,( - 19/11/1956),Headmaster,Fianna Fáil members of the 15th Dáil,Mayo North and West
Mr. Kieran P. Egan,(26/05/1916 - 25/03/1976),Fianna Fáil (Fianna Fáil members of the 15th Dáil),Fianna Fáil members of the 15th Dáil,Leix-Offaly
Mr. Nicholas Egan,(17/07/1903 - 05/12/1971),Fianna Fáil (Fianna Fáil members of the 15th Dáil),Fianna Fáil members of the 15th Dáil,Leix-Offaly
Mr. John Fanning,(22/10/1903 - 01/01/1982),Farmer,Fianna Fáil members of the 15th Dáil,Tipperary North
Mr. Sean Flanagan,(26/01/1922 - 05/02/1993),Solicitor,Fianna Fáil members of the 15th Dáil,Mayo South
Mr. John Flynn,( - 22/08/1968),Farmer,Fianna Fáil members of the 15th Dáil,Kerry
Mr. Stephen Flynn,( - 24/11/1960),Fianna Fáil (Fianna Fáil members of the 15th Dáil),Fianna Fáil members of the 15th Dáil,Leitrim-Sligo
Mr. John Galvin,(15/05/1907 - 11/10/1963),Publican,Fianna Fáil members of the 15th Dáil,Cork Borough
Mr. John Geoghegan,(05/11/1913 - 05/01/1975),Transport Employee,Fianna Fáil members of the 15th Dáil,Galway West
Mr. Eugene Gilbride,(01/10/1892 - 11/03/1972),Farmer,Fianna Fáil members of the 15th Dáil,Sligo-Leitrim
Mr. Richard Gogan,(29/11/1899 - 28/04/1982),Home Assistance Officer,Fianna Fáil members of the 15th Dáil,Dublin North-West
Mr. Thomas Harris,(01/01/1895 - 18/02/1974),Farmer,Fianna Fáil members of the 15th Dáil,Kildare
Dr. Patrick J. Hillery,(02/05/1923 - 12/04/2008),Medical Practitioner,Fianna Fáil members of the 15th Dáil,Clare
Mr. Michael Hilliard,(11/03/1903 - 01/01/1982),Livestock Trader,Fianna Fáil members of the 15th Dáil,Meath-Westmeath
Mr. Edward Kelly,(06/10/1883 - 23/04/1972),Merchant and Farmer,Fianna Fáil members of the 15th Dáil,Monaghan
Mr. William Kenneally,( - 13/09/1964),Omnibus Service Operator,Fianna Fáil members of the 15th Dáil,Waterford
Mr. Michael Joseph Kennedy,( - 14/02/1965),Clerk,Fianna Fáil members of the 15th Dáil,Longford -Westmeath
Mr. Mark (Snr.) Killilea,(01/01/1896 - 29/09/1970),Farmer and Shopkeeper,Fianna Fáil members of the 15th Dáil,Galway
Mr. Robert Lahiffe,( - 08/03/1975),Farmer,Fianna Fáil members of the 15th Dáil,Galway South
Mr. Noel T. Lemass,(14/02/1929 - 13/04/1976),Commercial Traveller,Fianna Fáil members of the 15th Dáil,Dublin South-West
Mr. Seán F. Lemass,(15/07/1899 - 11/05/1971),Outfitter,Fianna Fáil members of the 15th Dáil,Dublin South
Ms. Celia Lynch,(06/05/1908 - 16/06/1989),Housewife,Fianna Fáil members of the 15th Dáil,Dublin South-Central
Mr. Jack Lynch,(15/08/1917 - 20/10/1999),Barrister-in-law,Fianna Fáil members of the 15th Dáil,Cork Borough
Mr. Seán MacEntee,( - 10/01/1984),Engineer,Fianna Fáil members of the 15th Dáil,Monaghan South
