Mr. Neil T. Blaney,(30/10/1922 - 08/11/1995),Businessman and Farmer,Independent Fianna Fáil members of the 20th Dáil,Donegal East
Mr. Paddy Keaveney,(28/10/1929 - 19/07/1995),Co-operative Manager,Independent Fianna Fáil members of the 20th Dáil,Donegal North-East
