Mr. Richard Sidney Anthony,,Linotype Operator,Independent members of the 6th Dáil,Cork Borough
Mr. Henry Broderick,,Tailor,The Labour Party members of the 6th Dáil,Longford -Westmeath
Mr. Archie J. Cassidy,,The Labour Party (The Labour Party members of the 6th Dáil),The Labour Party members of the 6th Dáil,Donegal
Mr. Patrick Clancy,( - 21/02/1947),Carpenter,The Labour Party members of the 6th Dáil,Limerick
Mr. Hugh Colohan,(30/09/1894 - 15/04/1931),Brick and Stone Layer,The Labour Party members of the 6th Dáil,Kildare-Wicklow
Mr. Richard Corish,( - 19/07/1945),Labour Union Official,The Labour Party members of the 6th Dáil,Wexford
Mr. William Davin,( - 01/03/1956),Station Master,The Labour Party members of the 6th Dáil,Leix-Offaly
Mr. Edward Doyle,,Agricultural Worker,The Labour Party members of the 6th Dáil,Carlow-Kilkenny
Mr. James Everett,(01/05/1894 - 18/12/1967),Trade Union Secretary,The Labour Party members of the 6th Dáil,Kildare-Wicklow
Mr. Patrick Hogan,(01/01/1886 - 24/01/1969),Barrister and Author,The Labour Party members of the 6th Dáil,Clare
Mr. Daniel Morrissey,( - 01/01/1981),Auctioneer,The Labour Party members of the 6th Dáil,Tipperary Mid North and South
Mr. Timothy Joseph Murphy,( - 29/04/1949),Trade Union Official,The Labour Party members of the 6th Dáil,Cork West
Mr. Thomas J. O'Connell,( - 21/06/1969),Trade Union Official,The Labour Party members of the 6th Dáil,Galway
