Dr. Noel C. Browne,(20/12/1915 - 23/05/1997),Medical Practitioner,Independent members of the 14th Dáil,Dublin South-East
Mr. Alfred Byrne,(17/03/1882 - 13/03/1956),Company Director,Independent members of the 14th Dáil,Dublin Mid West
Mr. Alfred Patrick Byrne,( - 26/07/1952),Clerk,Independent members of the 14th Dáil,Dublin North-West
Mr. Thomas Byrne,( - 16/03/1978),Traveller,Independent members of the 14th Dáil,Dublin North-West
Mr. Patrick Cogan,( - 05/01/1977),Farmer,Independent members of the 14th Dáil,Wicklow
Mr. Peadar Cowan,(23/10/1903 - 09/05/1962),Solicitor,Independent members of the 14th Dáil,Dublin North-East
Mr. James M. Dillon,(26/09/1902 - 10/02/1986),Barrister-at-Law Farmer and Merchant,Independent members of the 14th Dáil,Donegal
Mr. Charles Fagan,(01/10/1881 - 08/05/1974),Farmer and Salesmaster,Independent members of the 14th Dáil,Longford -Westmeath
Mr. Michael Ffrench-O'Carroll,(15/09/1919 - ),Medical Practitioner,Independent members of the 14th Dáil,Dublin South-West
Mr. Patrick Finucane,(05/12/1890 - 10/04/1984),Farmer,Independent members of the 14th Dáil,Kerry North
Mr. Oliver J. Flanagan,(22/05/1920 - 26/04/1987),Carpenter and Auctioneer,Independent members of the 14th Dáil,Leix-Offaly
Mr. John Flynn,( - 22/08/1968),Farmer,Independent members of the 14th Dáil,Kerry
Mr. Patrick Desmond Lehane,( - 01/07/1976),Farmer,Independent members of the 14th Dáil,Cork South
Mr. John (Jack) McQuillan,(30/08/1920 - 08/03/1998),Member of Local Authority Trade Union Official and Former Army Officer,Independent members of the 14th Dáil,Roscommon
Mr. William Alexander Watson Sheldon,(18/01/1907 - ),Farmer,Independent members of the 14th Dáil,Donegal East
