Mr. Roderick James Connolly,( - 16/12/1980),Secondary Schoolteacher,The Labour Party members of the 13th Dáil,Louth
Mr. Brendan Corish,(19/11/1918 - 17/02/1990),Full-Time Public Representative,The Labour Party members of the 13th Dáil,Wexford
Mr. William Davin,( - 01/03/1956),Station Master,The Labour Party members of the 13th Dáil,Leix-Offaly
Mr. Daniel Desmond,(03/10/1913 - 09/12/1964),The Labour Party (The Labour Party members of the 13th Dáil),The Labour Party members of the 13th Dáil,Cork South
Mr. Sean Dunne,(18/12/1918 - 25/06/1969),Union Official,The Labour Party members of the 13th Dáil,Dublin County
Mr. Patrick Hogan,(01/01/1886 - 24/01/1969),Barrister and Author,The Labour Party members of the 13th Dáil,Clare
Mr. Seán Keane,(14/09/1899 - 29/03/1953),Publican,The Labour Party members of the 13th Dáil,Cork East
Mr. Michael Keyes,,Railway Worker,The Labour Party members of the 13th Dáil,Limerick
Mr. Thomas Anthony Kyne,(04/02/1905 - 08/08/1981),Trade Union Official,The Labour Party members of the 13th Dáil,Waterford
Mr. James (Junior) Larkin,( - 18/02/1969),Trade Union Official,The Labour Party members of the 13th Dáil,Dublin South
Mr. Patrick McAuliffe,(01/08/1914 - 13/10/1989),Farmer,The Labour Party members of the 13th Dáil,Cork North
Mr. Timothy Joseph Murphy,( - 29/04/1949),Trade Union Official,The Labour Party members of the 13th Dáil,Cork West
Mr. William J. Murphy,(17/05/1928 - ),The Labour Party (The Labour Party members of the 13th Dáil),The Labour Party members of the 13th Dáil,Cork West
Mr. William Norton,( - 04/12/1963),Trade Union Official,The Labour Party members of the 13th Dáil,Dublin County
Mr. Martin O'Sullivan,( - 20/01/1956),Railway Official,The Labour Party members of the 13th Dáil,Dublin North-West
