Mr. James Walter Beckett,( - 19/12/1938),Builder,Cumann na nGaedhael members of the 7th Dáil,Dublin South
Mr. George C. Bennett,( - 20/06/1963),Farmer,Cumann na nGaedhael members of the 7th Dáil,Limerick
Mr. Ernest Blythe,(13/04/1889 - 23/02/1975),Writer Journalist Theatre Manager,Cumann na nGaedhael members of the 7th Dáil,Monaghan North
Mr. Seamus Aloysius Bourke,(14/06/1893 - 01/01/1967),Barrister-at-Law,Cumann na nGaedhael members of the 7th Dáil,Tipperary Mid
Mr. Sean Broderick,(01/01/1890 - 20/08/1953),Building Contractor,Cumann na nGaedhael members of the 7th Dáil,Galway
Mr. William Joseph Broderick,(20/05/1877 - 01/06/1957),Farmer and Butcher,Cumann na nGaedhael members of the 7th Dáil,Cork East
Mr. Patrick Burke,(16/04/1879 - 07/02/1945),Farmer,Cumann na nGaedhael members of the 7th Dáil,Clare
Mr. John Joseph Byrne,(23/09/1878 - 29/07/1942),Hardware Merchant.,Cumann na nGaedhael members of the 7th Dáil,Dublin North
Ms. Margaret Collins-O'Driscoll,( - 17/06/1945),School Principal school teacher,Cumann na nGaedhael members of the 7th Dáil,Dublin North
Mr. Martin Conlon,( - 23/01/1966),Dublin Corporation Official Auctioneer,Cumann na nGaedhael members of the 7th Dáil,Roscommon
Mr. William T. Cosgrave,(06/06/1880 - 16/11/1965),Businessman,Cumann na nGaedhael members of the 7th Dáil,Kilkenny North
Mr. John Daly,(23/03/1867 - 23/02/1932),Vintner and Baker,Cumann na nGaedhael members of the 7th Dáil,Cork East
Mr. Michael Davis,( - 30/03/1944),Merchant,Cumann na nGaedhael members of the 7th Dáil,Mayo North
Mr. William Desmond,( - 05/09/1941),Hotel Proprietor,Cumann na nGaedhael members of the 7th Dáil,Cork Borough
Mr. Henry Morgan Dockrell,( - 26/10/1955),Company Director,Cumann na nGaedhael members of the 7th Dáil,Dublin County
Mr. Eugene Doherty,(22/01/1862 - 01/05/1937),Retired Civil Servant,Cumann na nGaedhael members of the 7th Dáil,Donegal
Mr. Peadar S. Doyle,( - 04/08/1956),Engineer,Cumann na nGaedhael members of the 7th Dáil,Dublin South
Mr. Edmund Duggan,( - 06/06/1936),Solicitor,Cumann na nGaedhael members of the 7th Dáil,Meath South
Mr. Osmond Thomas Grattan Esmonde,(04/04/1896 - 22/07/1936),Diplomat and Politician,Cumann na nGaedhael members of the 7th Dáil,Wexford
Mr. Thomas Aloysius Finlay,(11/10/1893 - 28/09/1932),Senior Counsel,Cumann na nGaedhael members of the 7th Dáil,Dublin County
Mr. Desmond FitzGerald,(13/02/1888 - 09/04/1947),Politician and Philosopher,Cumann na nGaedhael members of the 7th Dáil,Dublin (Pembroke)
Mr. James Fitzgerald-Kenney,(01/01/1878 - 21/10/1956),Senior Counsel,Cumann na nGaedhael members of the 7th Dáil,Mayo South
Mr. Denis J. Gorey,(25/05/1874 - 20/02/1940),Farmer,Cumann na nGaedhael members of the 7th Dáil,Carlow-Kilkenny
Mr. John J. Hassett,( - 24/11/1955),Farmer,Cumann na nGaedhael members of the 7th Dáil,Tipperary
Professor Michael Hayes,(01/12/1889 - 11/07/1976),University Professor,Fine Gael members of the 7th Dáil,National University of Ireland
Mr. Thomas Hennessy,,Medical Practitioner,Cumann na nGaedhael members of the 7th Dáil,Dublin South
Mr. John Hennigan,,Farmer,Cumann na nGaedhael members of the 7th Dáil,Leitrim-Sligo
Mr. Patrick J. Hogan,( - 14/07/1936),Solicitor and Farmer,Cumann na nGaedhael members of the 7th Dáil,Galway
Mr. John Keating,,Farmer and Livestock Shipper,Cumann na nGaedhael members of the 7th Dáil,Wexford
Mr. Myles Keogh,( - 30/08/1952),Physician and Surgeon,Cumann na nGaedhael members of the 7th Dáil,Dublin South
Mr. John Kiersey,(23/10/1895 - 18/03/1960),Farmer,Cumann na nGaedhael members of the 7th Dáil,Waterford
Mr. Fionán Lynch,(17/03/1889 - 03/06/1966),Barrister-at-law,Cumann na nGaedhael members of the 7th Dáil,Kerry South
Mr. Seán (Major-General) Mac Eoin,( - 07/07/1973),Former Army Officer,Cumann na nGaedhael members of the 7th Dáil,Longford -Westmeath
Mr. Frederick (Fred) McDonogh,( - 01/12/1955),Solicitor,Cumann na nGaedhael members of the 7th Dáil,Galway
Mr. Patrick McGilligan,(12/04/1889 - 15/11/1979),Lawyer and University Professor,Cumann na nGaedhael members of the 7th Dáil,National University of Ireland
Mr. Daniel McMenamin,(01/03/1882 - ),Barrister-at-law,Cumann na nGaedhael members of the 7th Dáil,Donegal
Capt. Sydney B. (Captain) Minch,(14/06/1893 - 12/03/1970),Brewer,Cumann na nGaedhael members of the 7th Dáil,Kildare
Mr. Joseph W. Mongan,(11/03/1880 - 12/03/1951),Hotel Proprietor,Cumann na nGaedhael members of the 7th Dáil,Galway
General Richard Mulcahy,(10/05/1886 - 16/12/1971),Company Director,Cumann na nGaedhael members of the 7th Dáil,Dublin (Clontarf)
Mr. Joseph Edward Murphy,(28/12/1887 - 07/10/1961),Draper,Cumann na nGaedhael members of the 7th Dáil,Louth-Meath
Mr. Martin Nally,( - 01/08/1966),Farmer,Cumann na nGaedhael members of the 7th Dáil,Mayo South
Mr. Eugene P. O'Brien,( - 01/01/1980),Company Director,Cumann na nGaedhael members of the 7th Dáil,Leix-Offaly
Mr. Bartholomew O'Connor,( - 07/02/1935),Building Contractor,Cumann na nGaedhael members of the 7th Dáil,Dublin County
Mr. Patrick O'Hara,,General Merchant and Farmer,Cumann na nGaedhael members of the 7th Dáil,Mayo North
Mr. Thomas Francis (Snr.) O'Higgins,( - 01/11/1953),Medical Practitioner,Cumann na nGaedhael members of the 7th Dáil,Dublin North
Mr. Daniel O'Leary,(01/09/1877 - 31/03/1951),Farmer and Vintner,Cumann na nGaedhael members of the 7th Dáil,Cork North
Mr. Dermot (Gun) O'Mahony,(02/04/1881 - 22/04/1960),Farmer,Cumann na nGaedhael members of the 7th Dáil,Wicklow
Mr. Eamonn O'Neill,( - 03/11/1954),Company Director,Cumann na nGaedhael members of the 7th Dáil,Cork West
Mr. John Joseph O'Reilly,(24/04/1881 - 28/12/1967),Medical Practitioner,Cumann na nGaedhael members of the 7th Dáil,Cavan
Mr. Gearóid O'Sullivan,( - 05/08/1994),Barrister-at-law ex-Army Officer and ex-Teacher,Cumann na nGaedhael members of the 7th Dáil,Carlow-Kilkenny
Mr. John Marcus O'Sullivan,(18/02/1881 - 09/02/1948),University Professor,Cumann na nGaedhael members of the 7th Dáil,Kerry
Capt. William Archer (Captain) Redmond,( - 01/04/1932),Barrister-at-law,Cumann na nGaedhael members of the 7th Dáil,Waterford City
Mr. James Reidy,( - 07/12/1963),Coal Merchant,Cumann na nGaedhael members of the 7th Dáil,Limerick
Ms. Mary Reynolds,(10/10/1889 - 29/08/1974),Farmer Grocer and Spirit Merchant,Cumann na nGaedhael members of the 7th Dáil,Leitrim-Sligo
Mr. Martin Roddy,( - 08/01/1948),Newspaper Editor Company Director,Cumann na nGaedhael members of the 7th Dáil,Leitrim-Sligo
Mr. Patrick Walter Shaw,(15/02/1872 - 14/09/1940),Merchant,Cumann na nGaedhael members of the 7th Dáil,Longford -Westmeath
Mr. John White,,Farmer and Produce Merchant,Cumann na nGaedhael members of the 7th Dáil,Donegal
