Mr. Roderick James Connolly,( - 16/12/1980),Secondary Schoolteacher,The Labour Party members of the 11th Dáil,Louth
Mr. Richard Corish,( - 19/07/1945),Labour Union Official,The Labour Party members of the 11th Dáil,Wexford
Mr. William Davin,( - 01/03/1956),Station Master,The Labour Party members of the 11th Dáil,Leix-Offaly
Mr. James Everett,(01/05/1894 - 18/12/1967),Trade Union Secretary,The Labour Party members of the 11th Dáil,Kildare-Wicklow
Mr. Patrick Hogan,(01/01/1886 - 24/01/1969),Barrister and Author,The Labour Party members of the 11th Dáil,Clare
Mr. Michael Keyes,,Railway Worker,The Labour Party members of the 11th Dáil,Limerick
Mr. James (Junior) Larkin,( - 18/02/1969),Trade Union Official,The Labour Party members of the 11th Dáil,Dublin South
Mr. James (Senior) Larkin,(21/01/1876 - 30/01/1947),Trade Union Official,The Labour Party members of the 11th Dáil,Dublin North
Mr. Thomas David Looney,,The Labour Party (The Labour Party members of the 11th Dáil),The Labour Party members of the 11th Dáil,Cork South-East
Mr. Timothy Joseph Murphy,( - 29/04/1949),Trade Union Official,The Labour Party members of the 11th Dáil,Cork West
Mr. William Norton,( - 04/12/1963),Trade Union Official,The Labour Party members of the 11th Dáil,Dublin County
Mr. John (Wexford) O'Leary,(01/09/1894 - 21/06/1959),Flour Mill Worker,The Labour Party members of the 11th Dáil,Wexford
Mr. Martin O'Sullivan,( - 20/01/1956),Railway Official,The Labour Party members of the 11th Dáil,Dublin North-West
Mr. James P. Pattison,(28/06/1886 - 31/12/1963),Accountant,The Labour Party members of the 11th Dáil,Carlow-Kilkenny
Mr. Daniel Spring,(01/07/1910 - 01/01/1988),Trade Union Official,The Labour Party members of the 11th Dáil,Kerry North
Mr. Richard Stapleton,( - 31/07/1949),The Labour Party (The Labour Party members of the 11th Dáil),The Labour Party members of the 11th Dáil,Tipperary
Mr. James Tunney,( - 12/05/1964),Insurance Worker,The Labour Party members of the 11th Dáil,Labour Panel
