Mr. Seán MacBride,(26/01/1904 - 15/01/1988),Senior Counsel,Clann na Poblachta members of the 14th Dáil,Dublin County
Mr. John Tully,(15/11/1904 - 31/10/1977),Insurance Agent,Clann na Poblachta members of the 14th Dáil,Cavan
